onset	duration	trial	condition
2.393	5.006	1	2
9.664	5.005	2	2
16.847	5.005	3	2
24.563	5.006	4	2
32.087	5.005	5	2
39.344	5.006	6	2
56.55	5.005	7	1
63.88	5.005	8	1
71.155	5.006	9	1
79.313	5.005	10	1
86.48	5.005	11	1
94.022	5.005	12	1
110.637	5.006	13	2
118.078	5.005	14	2
125.792	5.006	15	2
133.058	5.005	16	2
140.116	5.005	17	2
147.841	5.005	18	2
165.191	5.006	19	1
173.096	5.005	20	1
181.242	5.006	21	1
189.403	5.005	22	1
197.35	5.006	23	1
205.534	5.005	24	1
221.856	5.005	25	2
229.035	5.005	26	2
236.217	5.006	27	2
243.949	5.006	28	2
251.815	5.004	29	2
259.042	5.006	30	2
275.589	5.005	31	1
283.229	5.004	32	1
291.084	5.006	33	1
298.334	5.005	34	1
305.687	5.004	35	1
313.264	5.005	36	1
330.504	5.006	37	2
338.092	5.006	38	2
345.397	5.005	39	2
353.405	5.005	40	2
360.919	5.007	41	2
368.745	5.005	42	2
385.179	5.005	43	1
392.871	5.005	44	1
400.481	5.005	45	1
408.496	5.006	46	1
415.717	5.005	47	1
423.252	5.005	48	1
439.722	5.006	49	2
446.727	5.005	50	2
453.941	5.005	51	2
461.812	5.005	52	2
469.504	5.005	53	2
476.59	5.006	54	2
493.388	5.005	55	1
501.347	5.005	56	1
508.784	5.006	57	1
516.233	5.005	58	1
524.152	5.005	59	1
531.852	5.005	60	1
548.322	5.005	61	2
556.298	5.005	62	2
563.852	5.005	63	2
571.818	5.005	64	2
578.826	5.005	65	2
586.1	5.005	66	2
602.973	5.006	67	1
610.268	5.005	68	1
618.325	5.005	69	1
625.658	5.006	70	1
633.686	5.005	71	1
640.76	5.006	72	1
