onset	duration	trial	condition
2.394	5.005	1	2
10.574	5.005	2	2
18.572	5.005	3	2
26.515	5.005	4	2
33.977	5.005	5	2
41.759	5.005	6	2
58.799	5.005	7	1
66.495	5.005	8	1
74.164	5.005	9	1
82.234	5.005	10	1
90.0	5.005	11	1
97.877	5.005	12	1
114.804	5.005	13	2
122.26	5.005	14	2
129.615	5.005	15	2
137.76	5.005	16	2
144.825	5.005	17	2
152.718	5.005	18	2
169.432	5.005	19	1
177.582	5.005	20	1
185.11	5.005	21	1
192.387	5.005	22	1
200.392	5.005	23	1
207.402	5.005	24	1
224.363	5.005	25	2
231.574	5.005	26	2
238.933	5.005	27	2
246.415	5.005	28	2
253.507	5.005	29	2
261.201	5.005	30	2
278.57	5.005	31	1
286.082	5.005	32	1
293.157	5.005	33	1
301.346	5.005	34	1
309.113	5.005	35	1
316.852	5.005	36	1
333.411	5.005	37	2
340.467	5.005	38	2
348.048	5.005	39	2
355.844	5.005	40	2
363.921	5.005	41	2
371.851	5.005	42	2
389.061	5.005	43	1
397.142	5.005	44	1
405.113	5.005	45	1
412.122	5.005	46	1
419.192	5.005	47	1
426.834	5.005	48	1
444.3	5.005	49	2
451.971	5.005	50	2
459.712	5.005	51	2
467.352	5.006	52	2
475.451	5.005	53	2
482.906	5.005	54	2
499.804	5.005	55	1
507.711	5.005	56	1
515.154	5.006	57	1
522.877	5.005	58	1
530.968	5.005	59	1
538.458	5.005	60	1
554.993	5.005	61	2
562.612	5.005	62	2
570.595	5.005	63	2
578.355	5.005	64	2
585.422	5.006	65	2
592.532	5.005	66	2
609.773	5.005	67	1
616.801	5.005	68	1
624.147	5.005	69	1
632.295	5.005	70	1
639.402	5.005	71	1
646.871	5.005	72	1
